year,hb,sex,age,count,hb_name
2026,S08000031,Female,all_ages,614218,NHS Greater Glasgow and Clyde
2026,S08000031,Male,all_ages,582223,NHS Greater Glasgow and Clyde
2026,S08000032,All,all_ages,665435,NHS Lanarkshire
2026,S08000032,Female,all_ages,342144,NHS Lanarkshire
2026,S08000032,Male,all_ages,323291,NHS Lanarkshire
2027,S92000003,All,all_ages,5529888,Scotland
2027,S92000003,Female,all_ages,2826469,Scotland
2027,S92000003,Male,all_ages,2703419,Scotland
2027,S08000015,All,all_ages,362426,NHS Ayrshire and Arran
2027,S08000015,Female,all_ages,188644,NHS Ayrshire and Arran
2027,S08000015,Male,all_ages,173782,NHS Ayrshire and Arran
2027,S08000016,All,all_ages,116344,NHS Borders
2027,S08000016,Female,all_ages,59758,NHS Borders
2027,S08000016,Male,all_ages,56586,NHS Borders
2027,S08000017,All,all_ages,145046,NHS Dumfries and Galloway
2027,S08000017,Female,all_ages,74305,NHS Dumfries and Galloway
2027,S08000017,Male,all_ages,70741,NHS Dumfries and Galloway
2027,S08000019,All,all_ages,314649,NHS Forth Valley
2027,S08000019,Female,all_ages,160916,NHS Forth Valley
2027,S08000019,Male,all_ages,153733,NHS Forth Valley
2027,S08000020,All,all_ages,592849,NHS Grampian
2027,S08000020,Female,all_ages,296142,NHS Grampian
2027,S08000020,Male,all_ages,296707,NHS Grampian
2027,S08000022,All,all_ages,318473,NHS Highland
2027,S08000022,Female,all_ages,161592,NHS Highland
2027,S08000022,Male,all_ages,156881,NHS Highland
2027,S08000024,All,all_ages,956955,NHS Lothian
2027,S08000024,Female,all_ages,489600,NHS Lothian
2027,S08000024,Male,all_ages,467355,NHS Lothian
2027,S08000025,All,all_ages,22331,NHS Orkney
2027,S08000025,Female,all_ages,11164,NHS Orkney
2027,S08000025,Male,all_ages,11167,NHS Orkney
2027,S08000026,All,all_ages,22872,NHS Shetland
2027,S08000026,Female,all_ages,11070,NHS Shetland
2027,S08000026,Male,all_ages,11802,NHS Shetland
2027,S08000028,All,all_ages,25347,NHS Western Isles
2027,S08000028,Female,all_ages,12887,NHS Western Isles
2027,S08000028,Male,all_ages,12460,NHS Western Isles
2027,S08000029,All,all_ages,371591,NHS Fife
2027,S08000029,Female,all_ages,189657,NHS Fife
2027,S08000029,Male,all_ages,181934,NHS Fife
2027,S08000030,All,all_ages,416436,NHS Tayside
2027,S08000030,Female,all_ages,213315,NHS Tayside
2027,S08000030,Male,all_ages,203121,NHS Tayside
2027,S08000031,All,all_ages,1198586,NHS Greater Glasgow and Clyde
2027,S08000031,Female,all_ages,615145,NHS Greater Glasgow and Clyde
2027,S08000031,Male,all_ages,583441,NHS Greater Glasgow and Clyde
2027,S08000032,All,all_ages,665983,NHS Lanarkshire
2027,S08000032,Female,all_ages,342274,NHS Lanarkshire
2027,S08000032,Male,all_ages,323709,NHS Lanarkshire
2028,S92000003,All,all_ages,5537116,Scotland
2028,S92000003,Female,all_ages,2829348,Scotland
2028,S92000003,Male,all_ages,2707768,Scotland
2028,S08000015,All,all_ages,361385,NHS Ayrshire and Arran
2028,S08000015,Female,all_ages,188081,NHS Ayrshire and Arran
2028,S08000015,Male,all_ages,173304,NHS Ayrshire and Arran
2028,S08000016,All,all_ages,116435,NHS Borders
2028,S08000016,Female,all_ages,59800,NHS Borders
2028,S08000016,Male,all_ages,56635,NHS Borders
2028,S08000017,All,all_ages,144575,NHS Dumfries and Galloway
2028,S08000017,Female,all_ages,74049,NHS Dumfries and Galloway
2028,S08000017,Male,all_ages,70526,NHS Dumfries and Galloway
2028,S08000019,All,all_ages,315492,NHS Forth Valley
2028,S08000019,Female,all_ages,161289,NHS Forth Valley
2028,S08000019,Male,all_ages,154203,NHS Forth Valley
2028,S08000020,All,all_ages,593475,NHS Grampian
2028,S08000020,Female,all_ages,296269,NHS Grampian
2028,S08000020,Male,all_ages,297206,NHS Grampian
2028,S08000022,All,all_ages,317861,NHS Highland
2028,S08000022,Female,all_ages,161253,NHS Highland
2028,S08000022,Male,all_ages,156608,NHS Highland
2028,S08000024,All,all_ages,962745,NHS Lothian
2028,S08000024,Female,all_ages,492445,NHS Lothian
2028,S08000024,Male,all_ages,470300,NHS Lothian
2028,S08000025,All,all_ages,22311,NHS Orkney
2028,S08000025,Female,all_ages,11146,NHS Orkney
2028,S08000025,Male,all_ages,11165,NHS Orkney
2028,S08000026,All,all_ages,22824,NHS Shetland
2028,S08000026,Female,all_ages,11034,NHS Shetland
2028,S08000026,Male,all_ages,11790,NHS Shetland
2028,S08000028,All,all_ages,25181,NHS Western Isles
2028,S08000028,Female,all_ages,12812,NHS Western Isles
2028,S08000028,Male,all_ages,12369,NHS Western Isles
2028,S08000029,All,all_ages,371430,NHS Fife
2028,S08000029,Female,all_ages,189492,NHS Fife
2028,S08000029,Male,all_ages,181938,NHS Fife
2028,S08000030,All,all_ages,416267,NHS Tayside
2028,S08000030,Female,all_ages,213226,NHS Tayside
2028,S08000030,Male,all_ages,203041,NHS Tayside
2028,S08000031,All,all_ages,1200718,NHS Greater Glasgow and Clyde
2028,S08000031,Female,all_ages,616090,NHS Greater Glasgow and Clyde
2028,S08000031,Male,all_ages,584628,NHS Greater Glasgow and Clyde
2028,S08000032,All,all_ages,666417,NHS Lanarkshire
2028,S08000032,Female,all_ages,342362,NHS Lanarkshire
2028,S08000032,Male,all_ages,324055,NHS Lanarkshire
2029,S92000003,All,all_ages,5543666,Scotland
2029,S92000003,Female,all_ages,2831938,Scotland
2029,S92000003,Male,all_ages,2711728,Scotland
2029,S08000015,All,all_ages,360307,NHS Ayrshire and Arran
2029,S08000015,Female,all_ages,187524,NHS Ayrshire and Arran
2029,S08000015,Male,all_ages,172783,NHS Ayrshire and Arran
2029,S08000016,All,all_ages,116502,NHS Borders
2029,S08000016,Female,all_ages,59831,NHS Borders
2029,S08000016,Male,all_ages,56671,NHS Borders
2029,S08000017,All,all_ages,144071,NHS Dumfries and Galloway
2029,S08000017,Female,all_ages,73760,NHS Dumfries and Galloway
2029,S08000017,Male,all_ages,70311,NHS Dumfries and Galloway
2029,S08000019,All,all_ages,316253,NHS Forth Valley
2029,S08000019,Female,all_ages,161614,NHS Forth Valley
2029,S08000019,Male,all_ages,154639,NHS Forth Valley
2029,S08000020,All,all_ages,594000,NHS Grampian
2029,S08000020,Female,all_ages,296366,NHS Grampian
2029,S08000020,Male,all_ages,297634,NHS Grampian
2029,S08000022,All,all_ages,317227,NHS Highland
2029,S08000022,Female,all_ages,160888,NHS Highland
2029,S08000022,Male,all_ages,156339,NHS Highland
2029,S08000024,All,all_ages,968411,NHS Lothian
2029,S08000024,Female,all_ages,495246,NHS Lothian
2029,S08000024,Male,all_ages,473165,NHS Lothian
2029,S08000025,All,all_ages,22288,NHS Orkney
2029,S08000025,Female,all_ages,11130,NHS Orkney
2029,S08000025,Male,all_ages,11158,NHS Orkney
2029,S08000026,All,all_ages,22773,NHS Shetland
2029,S08000026,Female,all_ages,10995,NHS Shetland
2029,S08000026,Male,all_ages,11778,NHS Shetland
2029,S08000028,All,all_ages,25011,NHS Western Isles
2029,S08000028,Female,all_ages,12740,NHS Western Isles
2029,S08000028,Male,all_ages,12271,NHS Western Isles
2029,S08000029,All,all_ages,371229,NHS Fife
2029,S08000029,Female,all_ages,189326,NHS Fife
2029,S08000029,Male,all_ages,181903,NHS Fife
2029,S08000030,All,all_ages,416087,NHS Tayside
2029,S08000030,Female,all_ages,213136,NHS Tayside
2029,S08000030,Male,all_ages,202951,NHS Tayside
2029,S08000031,All,all_ages,1202696,NHS Greater Glasgow and Clyde
2029,S08000031,Female,all_ages,616964,NHS Greater Glasgow and Clyde
2029,S08000031,Male,all_ages,585732,NHS Greater Glasgow and Clyde
2029,S08000032,All,all_ages,666811,NHS Lanarkshire
2029,S08000032,Female,all_ages,342418,NHS Lanarkshire
2029,S08000032,Male,all_ages,324393,NHS Lanarkshire
2030,S92000003,All,all_ages,5549510,Scotland
2030,S92000003,Female,all_ages,2834182,Scotland
2030,S92000003,Male,all_ages,2715328,Scotland
2030,S08000015,All,all_ages,359138,NHS Ayrshire and Arran
2030,S08000015,Female,all_ages,186887,NHS Ayrshire and Arran
2030,S08000015,Male,all_ages,172251,NHS Ayrshire and Arran
2030,S08000016,All,all_ages,116553,NHS Borders
2030,S08000016,Female,all_ages,59864,NHS Borders
2030,S08000016,Male,all_ages,56689,NHS Borders
2030,S08000017,All,all_ages,143543,NHS Dumfries and Galloway
2030,S08000017,Female,all_ages,73469,NHS Dumfries and Galloway
2030,S08000017,Male,all_ages,70074,NHS Dumfries and Galloway
2030,S08000019,All,all_ages,317029,NHS Forth Valley
2030,S08000019,Female,all_ages,161974,NHS Forth Valley
2030,S08000019,Male,all_ages,155055,NHS Forth Valley
2030,S08000020,All,all_ages,594401,NHS Grampian
2030,S08000020,Female,all_ages,296391,NHS Grampian
2030,S08000020,Male,all_ages,298010,NHS Grampian
2030,S08000022,All,all_ages,316544,NHS Highland
2030,S08000022,Female,all_ages,160500,NHS Highland
2030,S08000022,Male,all_ages,156044,NHS Highland
2030,S08000024,All,all_ages,973887,NHS Lothian
2030,S08000024,Female,all_ages,497953,NHS Lothian
2030,S08000024,Male,all_ages,475934,NHS Lothian
2030,S08000025,All,all_ages,22256,NHS Orkney
2030,S08000025,Female,all_ages,11104,NHS Orkney
2030,S08000025,Male,all_ages,11152,NHS Orkney
2030,S08000026,All,all_ages,22709,NHS Shetland
2030,S08000026,Female,all_ages,10955,NHS Shetland
2030,S08000026,Male,all_ages,11754,NHS Shetland
2030,S08000028,All,all_ages,24836,NHS Western Isles
2030,S08000028,Female,all_ages,12652,NHS Western Isles
2030,S08000028,Male,all_ages,12184,NHS Western Isles
2030,S08000029,All,all_ages,370942,NHS Fife
2030,S08000029,Female,all_ages,189102,NHS Fife
2030,S08000029,Male,all_ages,181840,NHS Fife
2030,S08000030,All,all_ages,415833,NHS Tayside
2030,S08000030,Female,all_ages,213024,NHS Tayside
2030,S08000030,Male,all_ages,202809,NHS Tayside
2030,S08000031,All,all_ages,1204716,NHS Greater Glasgow and Clyde
2030,S08000031,Female,all_ages,617874,NHS Greater Glasgow and Clyde
2030,S08000031,Male,all_ages,586842,NHS Greater Glasgow and Clyde
2030,S08000032,All,all_ages,667123,NHS Lanarkshire
2030,S08000032,Female,all_ages,342433,NHS Lanarkshire
2030,S08000032,Male,all_ages,324690,NHS Lanarkshire
2031,S92000003,All,all_ages,5554680,Scotland
2031,S92000003,Female,all_ages,2836108,Scotland
2031,S92000003,Male,all_ages,2718572,Scotland
2031,S08000015,All,all_ages,357928,NHS Ayrshire and Arran
2031,S08000015,Female,all_ages,186226,NHS Ayrshire and Arran
2031,S08000015,Male,all_ages,171702,NHS Ayrshire and Arran
2031,S08000016,All,all_ages,116582,NHS Borders
2031,S08000016,Female,all_ages,59884,NHS Borders
2031,S08000016,Male,all_ages,56698,NHS Borders
2031,S08000017,All,all_ages,142998,NHS Dumfries and Galloway
2031,S08000017,Female,all_ages,73167,NHS Dumfries and Galloway
2031,S08000017,Male,all_ages,69831,NHS Dumfries and Galloway
2031,S08000019,All,all_ages,317751,NHS Forth Valley
2031,S08000019,Female,all_ages,162310,NHS Forth Valley
2031,S08000019,Male,all_ages,155441,NHS Forth Valley
2031,S08000020,All,all_ages,594719,NHS Grampian
2031,S08000020,Female,all_ages,296378,NHS Grampian
2031,S08000020,Male,all_ages,298341,NHS Grampian
2031,S08000022,All,all_ages,315820,NHS Highland
2031,S08000022,Female,all_ages,160077,NHS Highland
2031,S08000022,Male,all_ages,155743,NHS Highland
2031,S08000024,All,all_ages,979189,NHS Lothian
2031,S08000024,Female,all_ages,500580,NHS Lothian
2031,S08000024,Male,all_ages,478609,NHS Lothian
2031,S08000025,All,all_ages,22239,NHS Orkney
2031,S08000025,Female,all_ages,11095,NHS Orkney
2031,S08000025,Male,all_ages,11144,NHS Orkney
2031,S08000026,All,all_ages,22644,NHS Shetland
2031,S08000026,Female,all_ages,10912,NHS Shetland
2031,S08000026,Male,all_ages,11732,NHS Shetland
2031,S08000028,All,all_ages,24650,NHS Western Isles
2031,S08000028,Female,all_ages,12563,NHS Western Isles
2031,S08000028,Male,all_ages,12087,NHS Western Isles
2031,S08000029,All,all_ages,370658,NHS Fife
2031,S08000029,Female,all_ages,188899,NHS Fife
2031,S08000029,Male,all_ages,181759,NHS Fife
2031,S08000030,All,all_ages,415543,NHS Tayside
2031,S08000030,Female,all_ages,212860,NHS Tayside
2031,S08000030,Male,all_ages,202683,NHS Tayside
2031,S08000031,All,all_ages,1206597,NHS Greater Glasgow and Clyde
2031,S08000031,Female,all_ages,618730,NHS Greater Glasgow and Clyde
2031,S08000031,Male,all_ages,587867,NHS Greater Glasgow and Clyde
2031,S08000032,All,all_ages,667362,NHS Lanarkshire
2031,S08000032,Female,all_ages,342427,NHS Lanarkshire
2031,S08000032,Male,all_ages,324935,NHS Lanarkshire
2032,S92000003,All,all_ages,5559154,Scotland
2032,S92000003,Female,all_ages,2837682,Scotland
2032,S92000003,Male,all_ages,2721472,Scotland
2032,S08000015,All,all_ages,356709,NHS Ayrshire and Arran
2032,S08000015,Female,all_ages,185548,NHS Ayrshire and Arran
2032,S08000015,Male,all_ages,171161,NHS Ayrshire and Arran
2032,S08000016,All,all_ages,116582,NHS Borders
2032,S08000016,Female,all_ages,59878,NHS Borders
2032,S08000016,Male,all_ages,56704,NHS Borders
2032,S08000017,All,all_ages,142452,NHS Dumfries and Galloway
2032,S08000017,Female,all_ages,72862,NHS Dumfries and Galloway
2032,S08000017,Male,all_ages,69590,NHS Dumfries and Galloway
2032,S08000019,All,all_ages,318432,NHS Forth Valley
2032,S08000019,Female,all_ages,162623,NHS Forth Valley
2032,S08000019,Male,all_ages,155809,NHS Forth Valley
2032,S08000020,All,all_ages,594940,NHS Grampian
2032,S08000020,Female,all_ages,296305,NHS Grampian
2032,S08000020,Male,all_ages,298635,NHS Grampian
2032,S08000022,All,all_ages,315076,NHS Highland
2032,S08000022,Female,all_ages,159675,NHS Highland
2032,S08000022,Male,all_ages,155401,NHS Highland
2032,S08000024,All,all_ages,984318,NHS Lothian
2032,S08000024,Female,all_ages,503113,NHS Lothian
2032,S08000024,Male,all_ages,481205,NHS Lothian
2032,S08000025,All,all_ages,22199,NHS Orkney
2032,S08000025,Female,all_ages,11072,NHS Orkney
2032,S08000025,Male,all_ages,11127,NHS Orkney
2032,S08000026,All,all_ages,22566,NHS Shetland
2032,S08000026,Female,all_ages,10853,NHS Shetland
2032,S08000026,Male,all_ages,11713,NHS Shetland
2032,S08000028,All,all_ages,24477,NHS Western Isles
2032,S08000028,Female,all_ages,12484,NHS Western Isles
2032,S08000028,Male,all_ages,11993,NHS Western Isles
2032,S08000029,All,all_ages,370251,NHS Fife
2032,S08000029,Female,all_ages,188630,NHS Fife
2032,S08000029,Male,all_ages,181621,NHS Fife
2032,S08000030,All,all_ages,415183,NHS Tayside
2032,S08000030,Female,all_ages,212661,NHS Tayside
2032,S08000030,Male,all_ages,202522,NHS Tayside
2032,S08000031,All,all_ages,1208460,NHS Greater Glasgow and Clyde
2032,S08000031,Female,all_ages,619621,NHS Greater Glasgow and Clyde
2032,S08000031,Male,all_ages,588839,NHS Greater Glasgow and Clyde
2032,S08000032,All,all_ages,667509,NHS Lanarkshire
2032,S08000032,Female,all_ages,342357,NHS Lanarkshire
2032,S08000032,Male,all_ages,325152,NHS Lanarkshire
2033,S92000003,All,all_ages,5562901,Scotland
2033,S92000003,Female,all_ages,2838899,Scotland
2033,S92000003,Male,all_ages,2724002,Scotland
2033,S08000015,All,all_ages,355409,NHS Ayrshire and Arran
2033,S08000015,Female,all_ages,184858,NHS Ayrshire and Arran
2033,S08000015,Male,all_ages,170551,NHS Ayrshire and Arran
2033,S08000016,All,all_ages,116554,NHS Borders
2033,S08000016,Female,all_ages,59864,NHS Borders
2033,S08000016,Male,all_ages,56690,NHS Borders
2033,S08000017,All,all_ages,141894,NHS Dumfries and Galloway
2033,S08000017,Female,all_ages,72547,NHS Dumfries and Galloway
2033,S08000017,Male,all_ages,69347,NHS Dumfries and Galloway
2033,S08000019,All,all_ages,319089,NHS Forth Valley
2033,S08000019,Female,all_ages,162931,NHS Forth Valley
2033,S08000019,Male,all_ages,156158,NHS Forth Valley
2033,S08000020,All,all_ages,595089,NHS Grampian
2033,S08000020,Female,all_ages,296218,NHS Grampian
2033,S08000020,Male,all_ages,298871,NHS Grampian
2033,S08000022,All,all_ages,314304,NHS Highland
2033,S08000022,Female,all_ages,159246,NHS Highland
2033,S08000022,Male,all_ages,155058,NHS Highland
2033,S08000024,All,all_ages,989285,NHS Lothian
2033,S08000024,Female,all_ages,505567,NHS Lothian
2033,S08000024,Male,all_ages,483718,NHS Lothian
2033,S08000025,All,all_ages,22169,NHS Orkney
2033,S08000025,Female,all_ages,11054,NHS Orkney
2033,S08000025,Male,all_ages,11115,NHS Orkney
2033,S08000026,All,all_ages,22488,NHS Shetland
2033,S08000026,Female,all_ages,10795,NHS Shetland
2033,S08000026,Male,all_ages,11693,NHS Shetland
2033,S08000028,All,all_ages,24298,NHS Western Isles
2033,S08000028,Female,all_ages,12391,NHS Western Isles
2033,S08000028,Male,all_ages,11907,NHS Western Isles
2033,S08000029,All,all_ages,369799,NHS Fife
2033,S08000029,Female,all_ages,188333,NHS Fife
2033,S08000029,Male,all_ages,181466,NHS Fife
2033,S08000030,All,all_ages,414787,NHS Tayside
2033,S08000030,Female,all_ages,212447,NHS Tayside
2033,S08000030,Male,all_ages,202340,NHS Tayside
2033,S08000031,All,all_ages,1210171,NHS Greater Glasgow and Clyde
2033,S08000031,Female,all_ages,620394,NHS Greater Glasgow and Clyde
2033,S08000031,Male,all_ages,589777,NHS Greater Glasgow and Clyde
2033,S08000032,All,all_ages,667565,NHS Lanarkshire
2033,S08000032,Female,all_ages,342254,NHS Lanarkshire
2033,S08000032,Male,all_ages,325311,NHS Lanarkshire
2034,S92000003,All,all_ages,5565969,Scotland
2034,S92000003,Female,all_ages,2839771,Scotland
2034,S92000003,Male,all_ages,2726198,Scotland
2034,S08000015,All,all_ages,354089,NHS Ayrshire and Arran
2034,S08000015,Female,all_ages,184148,NHS Ayrshire and Arran
2034,S08000015,Male,all_ages,169941,NHS Ayrshire and Arran
2034,S08000016,All,all_ages,116513,NHS Borders
2034,S08000016,Female,all_ages,59838,NHS Borders
2034,S08000016,Male,all_ages,56675,NHS Borders
2034,S08000017,All,all_ages,141331,NHS Dumfries and Galloway
2034,S08000017,Female,all_ages,72232,NHS Dumfries and Galloway
2034,S08000017,Male,all_ages,69099,NHS Dumfries and Galloway
2034,S08000019,All,all_ages,319704,NHS Forth Valley
2034,S08000019,Female,all_ages,163206,NHS Forth Valley
2034,S08000019,Male,all_ages,156498,NHS Forth Valley
2034,S08000020,All,all_ages,595166,NHS Grampian
2034,S08000020,Female,all_ages,296101,NHS Grampian
2034,S08000020,Male,all_ages,299065,NHS Grampian
2034,S08000022,All,all_ages,313489,NHS Highland
2034,S08000022,Female,all_ages,158795,NHS Highland
2034,S08000022,Male,all_ages,154694,NHS Highland
2034,S08000024,All,all_ages,994071,NHS Lothian
2034,S08000024,Female,all_ages,507912,NHS Lothian
2034,S08000024,Male,all_ages,486159,NHS Lothian
2034,S08000025,All,all_ages,22139,NHS Orkney
2034,S08000025,Female,all_ages,11043,NHS Orkney
2034,S08000025,Male,all_ages,11096,NHS Orkney
2034,S08000026,All,all_ages,22419,NHS Shetland
2034,S08000026,Female,all_ages,10751,NHS Shetland
2034,S08000026,Male,all_ages,11668,NHS Shetland
2034,S08000028,All,all_ages,24130,NHS Western Isles
2034,S08000028,Female,all_ages,12315,NHS Western Isles
2034,S08000028,Male,all_ages,11815,NHS Western Isles
2034,S08000029,All,all_ages,369270,NHS Fife
2034,S08000029,Female,all_ages,187982,NHS Fife
2034,S08000029,Male,all_ages,181288,NHS Fife
2034,S08000030,All,all_ages,414352,NHS Tayside
2034,S08000030,Female,all_ages,212218,NHS Tayside
2034,S08000030,Male,all_ages,202134,NHS Tayside
2034,S08000031,All,all_ages,1211714,NHS Greater Glasgow and Clyde
2034,S08000031,Female,all_ages,621098,NHS Greater Glasgow and Clyde
2034,S08000031,Male,all_ages,590616,NHS Greater Glasgow and Clyde
2034,S08000032,All,all_ages,667582,NHS Lanarkshire
2034,S08000032,Female,all_ages,342132,NHS Lanarkshire
2034,S08000032,Male,all_ages,325450,NHS Lanarkshire
2035,S92000003,All,all_ages,5568456,Scotland
2035,S92000003,Female,all_ages,2840347,Scotland
2035,S92000003,Male,all_ages,2728109,Scotland
2035,S08000015,All,all_ages,352716,NHS Ayrshire and Arran
2035,S08000015,Female,all_ages,183407,NHS Ayrshire and Arran
2035,S08000015,Male,all_ages,169309,NHS Ayrshire and Arran
2035,S08000016,All,all_ages,116476,NHS Borders
2035,S08000016,Female,all_ages,59818,NHS Borders
2035,S08000016,Male,all_ages,56658,NHS Borders
2035,S08000017,All,all_ages,140764,NHS Dumfries and Galloway
2035,S08000017,Female,all_ages,71915,NHS Dumfries and Galloway
2035,S08000017,Male,all_ages,68849,NHS Dumfries and Galloway
2035,S08000019,All,all_ages,320287,NHS Forth Valley
2035,S08000019,Female,all_ages,163478,NHS Forth Valley
2035,S08000019,Male,all_ages,156809,NHS Forth Valley
2035,S08000020,All,all_ages,595119,NHS Grampian
2035,S08000020,Female,all_ages,295900,NHS Grampian
2035,S08000020,Male,all_ages,299219,NHS Grampian
2035,S08000022,All,all_ages,312727,NHS Highland
2035,S08000022,Female,all_ages,158400,NHS Highland
2035,S08000022,Male,all_ages,154327,NHS Highland
2035,S08000024,All,all_ages,998703,NHS Lothian
2035,S08000024,Female,all_ages,510202,NHS Lothian
2035,S08000024,Male,all_ages,488501,NHS Lothian
2035,S08000025,All,all_ages,22115,NHS Orkney
2035,S08000025,Female,all_ages,11031,NHS Orkney
2035,S08000025,Male,all_ages,11084,NHS Orkney
2035,S08000026,All,all_ages,22336,NHS Shetland
2035,S08000026,Female,all_ages,10697,NHS Shetland
2035,S08000026,Male,all_ages,11639,NHS Shetland
2035,S08000028,All,all_ages,23961,NHS Western Isles
2035,S08000028,Female,all_ages,12234,NHS Western Isles
2035,S08000028,Male,all_ages,11727,NHS Western Isles
2035,S08000029,All,all_ages,368702,NHS Fife
2035,S08000029,Female,all_ages,187630,NHS Fife
2035,S08000029,Male,all_ages,181072,NHS Fife
2035,S08000030,All,all_ages,413847,NHS Tayside
2035,S08000030,Female,all_ages,211921,NHS Tayside
2035,S08000030,Male,all_ages,201926,NHS Tayside
2035,S08000031,All,all_ages,1213154,NHS Greater Glasgow and Clyde
2035,S08000031,Female,all_ages,621705,NHS Greater Glasgow and Clyde
2035,S08000031,Male,all_ages,591449,NHS Greater Glasgow and Clyde
2035,S08000032,All,all_ages,667549,NHS Lanarkshire
2035,S08000032,Female,all_ages,342009,NHS Lanarkshire
2035,S08000032,Male,all_ages,325540,NHS Lanarkshire
2036,S92000003,All,all_ages,5570442,Scotland
2036,S92000003,Female,all_ages,2840656,Scotland
2036,S92000003,Male,all_ages,2729786,Scotland
2036,S08000015,All,all_ages,351359,NHS Ayrshire and Arran
2036,S08000015,Female,all_ages,182672,NHS Ayrshire and Arran
2036,S08000015,Male,all_ages,168687,NHS Ayrshire and Arran
2036,S08000016,All,all_ages,116428,NHS Borders
2036,S08000016,Female,all_ages,59803,NHS Borders
2036,S08000016,Male,all_ages,56625,NHS Borders
2036,S08000017,All,all_ages,140195,NHS Dumfries and Galloway
2036,S08000017,Female,all_ages,71602,NHS Dumfries and Galloway
2036,S08000017,Male,all_ages,68593,NHS Dumfries and Galloway
2036,S08000019,All,all_ages,320827,NHS Forth Valley
2036,S08000019,Female,all_ages,163740,NHS Forth Valley
2036,S08000019,Male,all_ages,157087,NHS Forth Valley
2036,S08000020,All,all_ages,595010,NHS Grampian
2036,S08000020,Female,all_ages,295661,NHS Grampian
2036,S08000020,Male,all_ages,299349,NHS Grampian
2036,S08000022,All,all_ages,311948,NHS Highland
2036,S08000022,Female,all_ages,157977,NHS Highland
2036,S08000022,Male,all_ages,153971,NHS Highland
2036,S08000024,All,all_ages,1003186,NHS Lothian
2036,S08000024,Female,all_ages,512373,NHS Lothian
2036,S08000024,Male,all_ages,490813,NHS Lothian
2036,S08000025,All,all_ages,22088,NHS Orkney
2036,S08000025,Female,all_ages,11021,NHS Orkney
2036,S08000025,Male,all_ages,11067,NHS Orkney
2036,S08000026,All,all_ages,22253,NHS Shetland
2036,S08000026,Female,all_ages,10646,NHS Shetland
2036,S08000026,Male,all_ages,11607,NHS Shetland
2036,S08000028,All,all_ages,23778,NHS Western Isles
2036,S08000028,Female,all_ages,12146,NHS Western Isles
2036,S08000028,Male,all_ages,11632,NHS Western Isles
2036,S08000029,All,all_ages,368150,NHS Fife
2036,S08000029,Female,all_ages,187298,NHS Fife
2036,S08000029,Male,all_ages,180852,NHS Fife
2036,S08000030,All,all_ages,413310,NHS Tayside
2036,S08000030,Female,all_ages,211615,NHS Tayside
2036,S08000030,Male,all_ages,201695,NHS Tayside
2036,S08000031,All,all_ages,1214492,NHS Greater Glasgow and Clyde
2036,S08000031,Female,all_ages,622286,NHS Greater Glasgow and Clyde
2036,S08000031,Male,all_ages,592206,NHS Greater Glasgow and Clyde
2036,S08000032,All,all_ages,667418,NHS Lanarkshire
2036,S08000032,Female,all_ages,341816,NHS Lanarkshire
2036,S08000032,Male,all_ages,325602,NHS Lanarkshire
2037,S92000003,All,all_ages,5571993,Scotland
2037,S92000003,Female,all_ages,2840723,Scotland
2037,S92000003,Male,all_ages,2731270,Scotland
2037,S08000015,All,all_ages,349938,NHS Ayrshire and Arran
2037,S08000015,Female,all_ages,181903,NHS Ayrshire and Arran
2037,S08000015,Male,all_ages,168035,NHS Ayrshire and Arran
2037,S08000016,All,all_ages,116353,NHS Borders
2037,S08000016,Female,all_ages,59775,NHS Borders
2037,S08000016,Male,all_ages,56578,NHS Borders
2037,S08000017,All,all_ages,139631,NHS Dumfries and Galloway
2037,S08000017,Female,all_ages,71286,NHS Dumfries and Galloway
2037,S08000017,Male,all_ages,68345,NHS Dumfries and Galloway
2037,S08000019,All,all_ages,321347,NHS Forth Valley
2037,S08000019,Female,all_ages,163994,NHS Forth Valley
2037,S08000019,Male,all_ages,157353,NHS Forth Valley
2037,S08000020,All,all_ages,594863,NHS Grampian
2037,S08000020,Female,all_ages,295412,NHS Grampian
2037,S08000020,Male,all_ages,299451,NHS Grampian
2037,S08000022,All,all_ages,311229,NHS Highland
2037,S08000022,Female,all_ages,157586,NHS Highland
2037,S08000022,Male,all_ages,153643,NHS Highland
2037,S08000024,All,all_ages,1007542,NHS Lothian
2037,S08000024,Female,all_ages,514483,NHS Lothian
2037,S08000024,Male,all_ages,493059,NHS Lothian
2037,S08000025,All,all_ages,22057,NHS Orkney
2037,S08000025,Female,all_ages,11006,NHS Orkney
2037,S08000025,Male,all_ages,11051,NHS Orkney
2037,S08000026,All,all_ages,22164,NHS Shetland
2037,S08000026,Female,all_ages,10592,NHS Shetland
2037,S08000026,Male,all_ages,11572,NHS Shetland
2037,S08000028,All,all_ages,23605,NHS Western Isles
2037,S08000028,Female,all_ages,12070,NHS Western Isles
2037,S08000028,Male,all_ages,11535,NHS Western Isles
2037,S08000029,All,all_ages,367572,NHS Fife
2037,S08000029,Female,all_ages,186940,NHS Fife
2037,S08000029,Male,all_ages,180632,NHS Fife
2037,S08000030,All,all_ages,412712,NHS Tayside
2037,S08000030,Female,all_ages,211269,NHS Tayside
2037,S08000030,Male,all_ages,201443,NHS Tayside
2037,S08000031,All,all_ages,1215728,NHS Greater Glasgow and Clyde
2037,S08000031,Female,all_ages,622788,NHS Greater Glasgow and Clyde
